image,quality
12268_right,1
12271_left,1
12271_right,1
12278_left,1
12278_right,1
12279_left,1
12279_right,1
12286_left,1
12286_right,1
12287_left,1
12287_right,1
12289_left,1
12289_right,1
12290_left,1
12290_right,1
12292_left,1
12292_right,1
12294_left,1
12294_right,1
12295_left,1
12295_right,1
12299_left,1
12299_right,1
12301_left,1
12301_right,1
12303_left,1
12303_right,1
12305_left,1
12305_right,1
12306_left,1
12306_right,1
12307_left,1
12307_right,1
12311_left,1
12311_right,1
12313_left,1
12313_right,1
12316_left,1
12316_right,1
12320_left,1
12320_right,1
12321_left,1
12321_right,1
12325_left,1
12325_right,1
12326_left,1
12326_right,1
12327_left,1
12327_right,1
12329_left,0
12329_right,0
12333_left,1
12333_right,1
12335_left,1
12335_right,1
12339_left,1
12339_right,1
12348_left,1
12348_right,1
12349_left,1
12349_right,1
12352_left,1
12352_right,1
12353_left,1
12353_right,1
12356_left,0
12356_right,1
12362_left,1
12362_right,1
12370_left,1
12370_right,1
12372_left,1
12372_right,1
12378_left,1
12378_right,1
12382_left,1
12382_right,1
12386_left,1
12386_right,1
12392_left,1
12392_right,1
12395_left,1
12395_right,1
12396_left,1
12396_right,1
12397_left,1
12397_right,1
12399_left,1
12399_right,1
12400_left,1
12400_right,1
12403_left,1
12403_right,1
12404_left,1
12404_right,1
12409_left,1
12409_right,1
12410_left,1
12410_right,1
12411_left,1
12411_right,1
12413_left,1
12413_right,1
12417_left,1
12417_right,1
12418_left,1
12418_right,1
12419_left,1
12419_right,0
12425_left,1
12425_right,1
12428_left,1
12428_right,1
12429_left,1
12429_right,1
12432_left,1
12432_right,1
12433_left,1
12433_right,1
12434_left,1
12434_right,1
12436_left,1
12436_right,1
12437_left,1
12437_right,1
12441_left,0
12441_right,1
12444_left,1
12444_right,1
12445_left,1
12445_right,1
12447_left,1
12447_right,1
12448_left,1
12448_right,1
12450_left,1
12450_right,1
12451_left,1
12451_right,1
12452_left,1
12452_right,1
12458_left,1
12458_right,1
12460_left,1
12460_right,1
12461_left,0
12461_right,0
12464_left,0
12464_right,1
12468_left,1
12468_right,1
12469_left,1
12469_right,1
12471_left,1
12471_right,1
12472_left,1
12472_right,1
12474_left,1
12474_right,1
12476_left,1
12476_right,1
12478_left,1
12478_right,1
12480_left,1
12480_right,1
12481_left,1
12481_right,1
12484_left,1
12484_right,1
12488_left,1
12488_right,1
12490_left,1
12490_right,1
12491_left,1
12491_right,1
12492_left,1
12492_right,1
12496_left,1
12496_right,1
12503_left,1
12503_right,1
12506_left,1
12506_right,1
12511_left,1
12511_right,1
12513_left,1
12513_right,1
12514_left,1
12514_right,1
12515_left,1
12515_right,1
12519_left,1
12519_right,1
12521_left,1
12521_right,1
12523_left,0
12523_right,1
12525_left,1
12525_right,1
12527_left,1
12527_right,1
12533_left,0
12533_right,1
12536_left,1
12536_right,1
12539_left,1
12539_right,1
12546_left,1
12546_right,1
12547_left,1
12547_right,1
12553_left,1
12553_right,1
12554_left,1
12554_right,1
12560_left,1
12560_right,1
12561_left,1
12561_right,1
12563_left,0
12563_right,1
12565_left,1
12565_right,1
12567_left,1
12567_right,1
12568_left,1
12568_right,1
12573_left,1
12573_right,1
12575_left,1
12575_right,0
12577_left,1
12577_right,1
12581_left,1
12581_right,1
12586_left,1
12586_right,1
12587_left,1
12587_right,1
12589_left,1
12589_right,1
12590_left,1
12590_right,1
12591_left,1
12591_right,1
12595_left,1
12595_right,1
12596_left,1
12596_right,1
12597_left,1
12597_right,1
12602_left,1
12602_right,1
12604_left,1
12604_right,1
12606_left,1
12606_right,1
12608_left,1
12608_right,1
12612_left,1
12612_right,1
12614_left,1
12614_right,1
12616_left,1
12616_right,1
12618_left,1
12618_right,1
12620_left,1
12620_right,1
12623_left,1
12623_right,1
12624_left,1
12624_right,1
12626_left,1
12626_right,1
12628_left,1
12628_right,1
12629_left,1
12629_right,1
12630_left,1
12630_right,0
12631_left,1
12631_right,1
12633_left,1
12633_right,1
12639_left,1
12639_right,1
12641_left,1
12641_right,1
12642_left,1
12642_right,1
12643_left,1
12643_right,1
12645_left,1
12645_right,1
12646_left,1
12646_right,1
12649_left,1
12649_right,1
12650_left,1
12650_right,1
12651_left,1
12651_right,1
12652_left,1
12652_right,1
12653_left,1
12653_right,1
12654_left,1
12654_right,1
12655_left,0
12655_right,1
12656_left,1
12656_right,1
12660_left,1
12660_right,1
12662_left,1
12662_right,1
12666_left,1
12666_right,1
12667_left,1
12667_right,1
12672_left,1
12672_right,1
12673_left,1
12673_right,1
12675_left,1
12675_right,1
12676_left,0
12676_right,1
12678_left,1
12678_right,1
12680_left,1
12680_right,1
12681_left,1
12681_right,1
12683_left,1
12683_right,1
12687_left,1
12687_right,1
12689_left,1
12689_right,1
12694_left,1
12694_right,1
12699_left,0
12699_right,0
12700_left,1
12700_right,1
12707_left,1
12707_right,1
12708_left,1
12708_right,1
12709_left,1
12709_right,1
12712_left,1
12712_right,1
12714_left,1
12714_right,1
12715_left,1
12715_right,1
12716_left,1
12716_right,1
12721_left,0
12721_right,0
12724_left,1
12724_right,1
12725_left,1
12725_right,1
12729_left,1
12729_right,1
12731_left,1
12731_right,1
12734_left,1
12734_right,1
12735_left,0
12735_right,0
12739_left,1
12739_right,1
12741_left,1
12741_right,1
12743_left,1
12743_right,1
12745_left,1
12745_right,1
12746_left,1
12746_right,1
12751_left,1
12751_right,1
12752_left,1
12752_right,1
12754_left,1
12754_right,1
12756_left,1
12756_right,1
12759_left,1
12759_right,1
12761_left,1
12761_right,1
12764_left,1
12764_right,1
12769_left,1
12769_right,1
12770_left,1
12770_right,1
12775_left,1
12775_right,1
12778_left,1
12778_right,1
12779_left,1
12779_right,1
12783_left,1
12783_right,1
12787_left,1
12787_right,1
12789_left,1
12789_right,1
12790_left,1
12790_right,0
12792_left,1
12792_right,1
12793_left,1
12793_right,1
12794_left,1
12794_right,1
12795_left,1
12795_right,1
12798_left,1
12798_right,1
12799_left,0
12799_right,1
12804_left,1
12804_right,1
12805_left,1
12805_right,1
12806_left,1
12806_right,1
12810_left,1
12810_right,1
12811_left,1
12811_right,1
12815_left,1
12815_right,1
12817_left,1
12817_right,1
12822_left,1
12822_right,1
12827_left,1
12827_right,1
12831_left,1
12831_right,1
12835_left,1
12835_right,1
12838_left,1
12838_right,1
12839_left,1
12839_right,1
12842_left,1
12842_right,1
12844_left,1
12844_right,1
12847_left,1
12847_right,1
12848_left,1
12848_right,1
12849_left,1
12849_right,1
12851_left,1
12851_right,1
12857_left,1
12857_right,1
12859_left,1
12859_right,1
12861_left,0
12861_right,1
12863_left,1
12863_right,1
12865_left,1
12865_right,1
12866_left,1
12866_right,0
12867_left,1
12867_right,1
12868_left,1
12868_right,1
12870_left,1
12870_right,1
12871_left,1
12871_right,1
12872_left,1
12872_right,1
12876_left,1
12876_right,1
12878_left,1
12878_right,1
12881_left,1
12881_right,1
12882_left,1
12882_right,1
12895_left,1
12895_right,1
12900_left,1
12900_right,1
12903_left,1
12903_right,1
12904_left,1
12904_right,1
12907_left,1
12907_right,1
12910_left,1
12910_right,1
12912_left,1
12912_right,1
12915_left,1
12915_right,1
12917_left,1
12917_right,1
12918_left,1
12918_right,1
12920_left,1
12920_right,1
12922_left,1
12922_right,1
12923_left,1
12923_right,1
12924_left,1
12924_right,1
12929_left,1
12929_right,1
12931_left,1
12931_right,1
12933_left,1
12933_right,1
12934_left,1
12934_right,1
12937_left,1
12937_right,1
12938_left,1
12938_right,1
12941_left,1
12941_right,1
12944_left,1
12944_right,1
12945_left,1
12945_right,1
12946_left,1
12946_right,1
12947_left,0
12947_right,0
12948_left,1
12948_right,1
12950_left,0
12950_right,0
12951_left,1
12951_right,1
12954_left,1
12954_right,1
12955_left,1
12955_right,1
12958_left,1
12958_right,1
12965_left,1
12965_right,1
12967_left,1
12967_right,1
12968_left,1
12968_right,1
12970_left,1
12970_right,1
12971_left,1
12971_right,1
12974_left,1
12974_right,1
12975_left,1
12975_right,1
12977_left,1
12977_right,1
12979_left,1
12979_right,1
12985_left,0
12985_right,1
12986_left,1
12986_right,1
12988_left,1
12988_right,1
12990_left,1
12990_right,1
12991_left,1
12991_right,1
12992_left,0
12992_right,1
12995_left,1
12995_right,1
12998_left,1
12998_right,1
13002_left,1
13002_right,1
13005_left,1
13005_right,1
13006_left,1
13006_right,1
13008_left,1
13008_right,1
13012_left,1
13012_right,1
13013_left,1
13013_right,1
13014_left,1
13014_right,1
13015_left,1
13015_right,1
13016_left,1
13016_right,1
13017_left,1
13017_right,1
13019_left,1
13019_right,1
13022_left,0
13022_right,0
13025_left,1
13025_right,1
13027_left,1
13027_right,1
13029_left,1
13029_right,1
13031_left,1
13031_right,1
13033_left,1
13033_right,0
13036_left,1
13036_right,1
13038_left,1
13038_right,1
13041_left,1
13041_right,1
13042_left,1
13042_right,1
13043_left,1
13043_right,1
13051_left,0
13051_right,0
13052_left,1
13052_right,1
13054_left,1
13054_right,1
13058_left,1
13058_right,1
13062_left,1
13062_right,1
13064_left,1
13064_right,1
13065_left,1
13065_right,1
13066_left,1
13066_right,1
13069_left,1
13069_right,1
13075_left,1
13075_right,1
13078_left,1
13078_right,1
13081_left,1
13081_right,1
13085_left,1
13085_right,1
13089_left,1
13089_right,1
13094_left,1
13094_right,1
13095_left,1
13095_right,1
13099_left,1
13099_right,1
13100_left,1
13100_right,1
13101_left,1
13101_right,1
13103_left,1
13103_right,1
13106_left,1
13106_right,0
13112_left,1
13112_right,1
13113_left,1
13113_right,1
13116_left,1
13116_right,1
13122_left,1
13122_right,1
13125_left,1
13125_right,0
13126_left,1
13126_right,1
13128_left,1
13128_right,1
13130_left,1
13130_right,1
13132_left,1
13132_right,1
13133_left,1
13133_right,1
13136_left,1
13136_right,1
13137_left,1
13137_right,1
13144_left,1
13144_right,1
13146_left,1
13146_right,1
13147_left,1
13147_right,1
13150_left,0
13150_right,1
13156_left,1
13156_right,1
13158_left,1
13158_right,1
13160_left,1
13160_right,1
13161_left,1
13161_right,1
13162_left,1
13162_right,1
13167_left,1
13167_right,1
13169_left,1
13169_right,1
13170_left,1
13170_right,1
13173_left,1
13173_right,1
13175_left,1
13175_right,1
13176_left,1
13176_right,1
13177_left,1
13177_right,1
13178_left,1
13178_right,1
13180_left,0
13180_right,1
13184_left,0
13184_right,1
13186_left,1
13186_right,1
13188_left,1
13188_right,1
13189_left,1
13189_right,1
13190_left,1
13190_right,1
13192_left,0
13192_right,1
13196_left,1
13196_right,1
13201_left,1
13201_right,1
13206_left,1
13206_right,1
13209_left,1
13209_right,1
13210_left,1
13210_right,1
13211_left,1
13211_right,1
13212_left,1
13212_right,1
13213_left,1
13213_right,1
13214_left,1
13214_right,1
13220_left,1
13220_right,1
13222_left,1
13222_right,1
13229_left,1
13229_right,1
13230_left,1
13230_right,1
13234_left,1
13234_right,1
13237_left,1
13237_right,1
13239_left,1
13239_right,1
13240_left,1
13240_right,1
13242_left,1
13242_right,1
13250_left,1
13250_right,1
13251_left,1
13251_right,0
13252_left,1
13252_right,1
13254_left,0
13254_right,1
13259_left,1
13259_right,1
13260_left,1
13260_right,1
13264_left,1
13264_right,1
13267_left,1
13267_right,1
13268_left,1
13268_right,1
13270_left,1
13270_right,1
13271_left,1
13271_right,1
13273_left,1
13273_right,1
13274_left,1
13274_right,1
13275_left,0
13275_right,0
13276_left,0
13276_right,1
13278_left,1
13278_right,1
13283_left,1
13283_right,0
13285_left,1
13285_right,1
13290_left,1
13290_right,1
13294_left,1
13294_right,1
13295_left,1
13295_right,1
13296_left,1
13296_right,1
13299_left,1
13299_right,1
13300_left,1
13300_right,1
13304_left,0
13304_right,1
13305_left,1
13305_right,1
13307_left,1
13307_right,1
13308_left,1
13308_right,1
13309_left,1
13309_right,1
13310_left,1
13310_right,1
13312_left,1
13312_right,1
13320_left,1
13320_right,1
13323_left,1
13323_right,1
13324_left,1
13324_right,1
13325_left,1
13325_right,1
13326_left,1
13326_right,1
13328_left,1
13328_right,1
13333_left,1
13333_right,0
13341_left,1
13341_right,1
13344_left,1
13344_right,1
13345_left,1
13345_right,1
13350_left,1
13350_right,1
13353_left,1
13353_right,1
13356_left,1
13356_right,1
13359_left,1
13359_right,1
13363_left,1
13363_right,1
13371_left,1
13371_right,1
13375_left,0
13375_right,1
13376_left,1
13376_right,1
13379_left,1
13379_right,1
13383_left,1
13383_right,1
13384_left,1
13384_right,1
13387_left,0
13387_right,1
13388_left,1
13388_right,1
13390_left,1
13390_right,1
13391_left,1
13391_right,1
13392_left,1
13392_right,0
13395_left,1
13395_right,1
13396_left,1
13396_right,1
13397_left,1
13397_right,1
13400_left,1
13400_right,1
13404_left,1
13404_right,1
13407_left,1
13407_right,1
13408_left,1
13408_right,1
13409_left,1
13409_right,1
13410_left,1
13410_right,1
13417_left,1
13417_right,1
13420_left,1
13420_right,1
13427_left,1
13427_right,1
13430_left,1
13430_right,1
13431_left,0
13431_right,1
13432_left,1
13432_right,1
13436_left,1
13436_right,1
13438_left,1
13438_right,1
13446_left,1
13446_right,1
13447_left,1
13447_right,1
13448_left,1
13448_right,1
13453_left,1
13453_right,1
13454_left,1
13454_right,1
13457_left,1
13457_right,1
13458_left,0
13458_right,1
13465_left,1
13465_right,1
13473_left,1
13473_right,1
13475_left,1
13475_right,1
13481_left,1
13481_right,1
13482_left,1
13482_right,1
13485_left,1
13485_right,1
13486_left,1
13486_right,1
13488_left,1
13488_right,1
13489_left,1
13489_right,1
13490_left,1
13490_right,1
13492_left,1
13492_right,1
13493_left,1
13493_right,1
13494_left,1
13494_right,1
13495_left,1
13495_right,1
13499_left,1
13499_right,1
13502_left,1
13502_right,1
13504_left,1
13504_right,1
13505_left,1
13505_right,1
13515_left,1
13515_right,1
13517_left,1
13517_right,1
13521_left,1
13521_right,1
13522_left,1
13522_right,1
13523_left,1
13523_right,1
13527_left,1
13527_right,1
13529_left,1
13529_right,1
13530_left,0
13530_right,0
13534_left,0
13534_right,0
13536_left,1
13536_right,1
13539_left,1
13539_right,1
13540_left,1
13540_right,1
13541_left,1
13541_right,1
13545_left,1
13545_right,1
13554_left,1
13554_right,1
13561_left,1
13561_right,1
13562_left,1
13562_right,1
13564_left,1
13564_right,1
13566_left,1
13566_right,1
13567_left,1
13567_right,1
13568_left,1
13568_right,1
13569_left,1
13569_right,1
13570_left,1
13570_right,1
13572_left,1
13572_right,1
13573_left,1
13573_right,1
13579_left,0
13579_right,1
13583_left,1
13583_right,1
13584_left,0
13584_right,0
13585_left,1
13585_right,1
13588_left,0
13588_right,0
13589_left,1
13589_right,1
13590_left,1
13590_right,1
13591_left,1
13591_right,1
13595_left,1
13595_right,1
13596_left,1
13596_right,1
13597_left,1
13597_right,1
13598_left,1
13598_right,1
13599_left,1
13599_right,1
13600_left,1
13600_right,1
13602_left,1
13602_right,1
13603_left,1
13603_right,1
13605_left,1
13605_right,1
13607_left,1
13607_right,1
13609_left,1
13609_right,1
13610_left,1
13610_right,1
13611_left,1
13611_right,1
13613_left,1
13613_right,1
13614_left,1
13614_right,1
13618_left,1
13618_right,1
13619_left,1
13619_right,1
13621_left,1
13621_right,1
13627_left,0
13627_right,0
13629_left,1
13629_right,1
13630_left,1
13630_right,1
13633_left,1
13633_right,1
13635_left,0
13635_right,1
13636_left,1
13636_right,1
13637_left,1
13637_right,1
13638_left,1
13638_right,1
13643_left,1
13643_right,1
13644_left,1
13644_right,1
13645_left,1
13645_right,1
13649_left,1
13649_right,1
13651_left,1
13651_right,0
13658_left,1
13658_right,1
13659_left,1
13659_right,1
13660_left,1
13660_right,1
13662_left,1
13662_right,1
13664_left,1
13664_right,0
13667_left,1
13667_right,1
13668_left,1
13668_right,1
13669_left,1
13669_right,1
13670_left,1
13670_right,1
13672_left,1
13672_right,1
13673_left,0
13673_right,0
13675_left,1
13675_right,1
13678_left,1
13678_right,1
13680_left,1
13680_right,1
13683_left,1
13683_right,1
13684_left,1
13684_right,1
13685_left,1
13685_right,1
13688_left,1
13688_right,1
13691_left,1
13691_right,1
13692_left,1
13692_right,1
13693_left,1
13693_right,1
13697_left,1
13697_right,1
13701_left,1
13701_right,1
13704_left,1
13704_right,1
13705_left,1
13705_right,1
13708_left,1
13708_right,1
13713_left,1
13713_right,1
13714_left,1
13714_right,1
13716_left,1
13716_right,1
13721_left,1
13721_right,1
13730_left,1
13730_right,1
13731_left,1
13731_right,1
13733_left,1
13733_right,1
13736_left,1
13736_right,1
13738_left,1
13738_right,1
13739_left,1
13739_right,1
13740_left,1
13740_right,1
13742_left,1
13742_right,1
13743_left,0
13743_right,0
13745_left,1
13745_right,1
13746_left,1
13746_right,1
13748_left,1
13748_right,1
13749_left,1
13749_right,1
13751_left,1
13751_right,1
13753_left,1
13753_right,1
13754_left,1
13754_right,1
13757_left,1
13757_right,1
13758_left,1
13758_right,1
13762_left,1
13762_right,1
13765_left,1
13765_right,1
13766_left,1
13766_right,1
13768_left,1
13768_right,1
13769_left,1
13769_right,1
13770_left,1
13770_right,1
13771_left,1
13771_right,1
13773_left,1
13773_right,1
13776_left,1
13776_right,1
13780_left,0
13780_right,1
13784_left,1
13784_right,1
13786_left,0
13786_right,1
13790_left,1
13790_right,1
13796_left,1
13796_right,1
13798_left,1
13798_right,1
13802_left,1
13802_right,1
13805_left,1
13805_right,1
13807_left,1
13807_right,1
13808_left,1
13808_right,1
13811_left,1
13811_right,0
13815_left,1
13815_right,1
13816_left,1
13816_right,1
13817_left,1
13817_right,1
13819_left,1
13819_right,1
13820_left,1
13820_right,1
13821_left,1
13821_right,1
13826_left,1
13826_right,1
13827_left,1
13827_right,1
13832_left,1
13832_right,1
13833_left,1
13833_right,1
13834_left,1
13834_right,1
13837_left,1
13837_right,1
13839_left,1
13839_right,1
13841_left,1
13841_right,1
13843_left,1
13843_right,1
13844_left,1
13844_right,1
13845_left,1
13845_right,1
13846_left,1
13846_right,1
13848_left,1
13848_right,1
13850_left,1
13850_right,1
13852_left,1
13852_right,1
13854_left,1
13854_right,1
13856_left,1
13856_right,1
13863_left,1
13863_right,1
13865_left,0
13865_right,1
13867_left,1
13867_right,1
13869_left,1
13869_right,1
13874_left,1
13874_right,1
13875_left,0
13875_right,1
13877_left,1
13877_right,1
13878_left,1
13878_right,1
13879_left,1
13879_right,1
13883_left,1
13883_right,1
13888_left,1
13888_right,1
13889_left,1
13889_right,1
13891_left,1
13891_right,1
13892_left,1
13892_right,1
13896_left,1
13896_right,1
13898_left,1
13898_right,1
13901_left,1
13901_right,1
13903_left,1
13903_right,1
13909_left,1
13909_right,1
13912_left,1
13912_right,1
13914_left,1
13914_right,1
13916_left,1
13916_right,1
13922_left,1
13922_right,1
13923_left,1
13923_right,0
13931_left,1
13931_right,1
13932_left,1
13932_right,1
13933_left,1
13933_right,1
13934_left,1
13934_right,1
13935_left,1
13935_right,1
13937_left,1
13937_right,1
13938_left,1
13938_right,1
13942_left,1
13942_right,1
13944_left,1
13944_right,1
13945_left,1
13945_right,0
13946_left,1
13946_right,1
13951_left,1
13951_right,1
13952_left,1
13952_right,1
13955_left,1
13955_right,1
13958_left,1
13958_right,1
13959_left,1
13959_right,1
13961_left,1
13961_right,1
13962_left,1
13962_right,1
13966_left,1
13966_right,1
13967_left,1
13967_right,1
13969_left,1
13969_right,1
13971_left,1
13971_right,1
13972_left,1
13972_right,1
13975_left,1
13975_right,1
13976_left,1
13976_right,1
13977_left,1
13977_right,1
13978_left,1
13978_right,1
13979_left,1
13979_right,1
13983_left,1
13983_right,1
13984_left,1
13984_right,1
13987_left,1
13987_right,1
13991_left,1
13991_right,1
13993_left,1
13993_right,1
13994_left,1
13994_right,1
13995_left,1
13995_right,1
13997_left,1
13997_right,1
13998_left,1
13998_right,1
13999_left,0
13999_right,1
14008_left,1
14008_right,1
14009_left,1
14009_right,1
14013_left,1
14013_right,1
14016_left,1
14016_right,1
14017_left,1
14017_right,1
14020_left,1
14020_right,1
14021_left,1
14021_right,1
14025_left,1
14025_right,1
14026_left,1
14026_right,1
14028_left,1
14028_right,1
14029_left,1
14029_right,1
14036_left,1
14036_right,1
14039_left,1
14039_right,1
14041_left,1
14041_right,1
14043_left,1
14043_right,1
14044_left,1
14044_right,1
14045_left,1
14045_right,1
14046_left,1
14046_right,1
14048_left,1
14048_right,1
14051_left,1
14051_right,1
14053_left,1
14053_right,1
14056_left,1
14056_right,1
14058_left,1
14058_right,1
14060_left,1
14060_right,1
14061_left,1
14061_right,1
14063_left,1
14063_right,1
14064_left,1
14064_right,1
14074_left,1
14074_right,1
14078_left,1
14078_right,1
14081_left,1
14081_right,1
14082_left,1
14082_right,1
14084_left,1
14084_right,1
14086_left,1
14086_right,1
14091_left,1
14091_right,1
14092_left,1
14092_right,1
14093_left,1
14093_right,1
14094_left,1
14094_right,1
14097_left,1
14097_right,1
14098_left,1
14098_right,1
14104_left,1
14104_right,1
14109_left,1
14109_right,1
14110_left,1
14110_right,1
14114_left,1
14114_right,1
14115_left,1
14115_right,1
14118_left,1
14118_right,1
14119_left,1
14119_right,1
14121_left,1
14121_right,1
14122_left,1
14122_right,1
14128_left,0
14128_right,1
14129_left,1
14129_right,1
14130_left,1
14130_right,1
14139_left,0
14139_right,0
14142_left,1
14142_right,1
14144_left,1
14144_right,1
14149_left,1
14149_right,1
14152_left,1
14152_right,1
14153_left,1
14153_right,1
14154_left,1
14154_right,0
14158_left,1
14158_right,1
14159_left,1
14159_right,1
14160_left,1
14160_right,1
14161_left,1
14161_right,1
14164_left,1
14164_right,1
14169_left,1
14169_right,1
14173_left,1
14173_right,1
14175_left,1
14175_right,1
14181_left,1
14181_right,1
14186_left,1
14186_right,1
14189_left,1
14189_right,1
14191_left,1
14191_right,1
14193_left,1
14193_right,1
14195_left,0
14195_right,1
14198_left,1
14198_right,1
14199_left,1
14199_right,1
14200_left,1
14200_right,1
14201_left,1
14201_right,1
14202_left,1
14202_right,1
14204_left,1
14204_right,1
14205_left,1
14205_right,1
14212_left,1
14212_right,1
14213_left,1
14213_right,1
14216_left,0
14216_right,1
14218_left,1
14218_right,1
14219_left,0
14219_right,1
14224_left,1
14224_right,1
14227_left,1
14227_right,1
14228_left,1
14228_right,1
14237_left,0
14237_right,1
14242_left,1
14242_right,1
14245_left,1
14245_right,1
14248_left,1
14248_right,1
14249_left,1
14249_right,1
14251_left,1
14251_right,1
14253_left,1
14253_right,1
14254_left,1
14254_right,1
14256_left,1
14256_right,1
14257_left,1
14257_right,1
14258_left,1
14258_right,1
14262_left,1
14262_right,1
14269_left,1
14269_right,1
14270_left,1
14270_right,1
14279_left,1
14279_right,1
14281_left,0
14281_right,1
14282_left,1
14282_right,1
14283_left,1
14283_right,1
14285_left,1
14285_right,1
14292_left,1
14292_right,1
14293_left,1
14293_right,1
14297_left,1
14297_right,1
14299_left,1
14299_right,1
14300_left,1
14300_right,1
14304_left,1
14304_right,1
14305_left,1
14305_right,1
14306_left,1
14306_right,0
14310_left,1
14310_right,1
14311_left,1
14311_right,1
14313_left,1
14313_right,1
14315_left,1
14315_right,1
14317_left,1
14317_right,1
14320_left,1
14320_right,1
14323_left,1
14323_right,1
14325_left,1
14325_right,1
14328_left,1
14328_right,1
14333_left,1
14333_right,1
14336_left,1
14336_right,1
14337_left,1
14337_right,1
14339_left,1
14339_right,1
14340_left,1
14340_right,1
14344_left,1
14344_right,1
14345_left,1
14345_right,1
14350_left,1
14350_right,1
14353_left,1
14353_right,1
14354_left,1
14354_right,1
14355_left,1
14355_right,1
14356_left,1
14356_right,1
14359_left,1
14359_right,1
14361_left,1
14361_right,1
14366_left,1
14366_right,1
14367_left,1
14367_right,1
14368_left,1
14368_right,1
14371_left,1
14371_right,1
14374_left,0
14374_right,0
14375_left,1
14375_right,1
14377_left,1
14377_right,1
14379_left,1
14379_right,1
14380_left,1
14380_right,1
14384_left,1
14384_right,1
14386_left,1
14386_right,1
14387_left,1
14387_right,1
14388_left,1
14388_right,1
14392_left,1
14392_right,1
14393_left,1
14393_right,1
14394_left,1
14394_right,1
14397_left,1
14397_right,1
14398_left,1
14398_right,1
14399_left,1
14399_right,1
14401_left,1
14401_right,1
14402_left,1
14402_right,1
14403_left,1
14403_right,1
14404_left,1
14404_right,1
14405_left,1
14405_right,0
14410_left,1
14410_right,1
14413_left,1
14413_right,1
14416_left,1
14416_right,1
14418_left,1
14418_right,1
14419_left,1
14419_right,1
14424_left,1
14424_right,1
14425_left,1
14425_right,1
14428_left,1
14428_right,1
14430_left,1
14430_right,1
14431_left,1
14431_right,0
14432_left,1
14432_right,1
14436_left,1
14436_right,1
14440_left,1
14440_right,1
14443_left,1
14443_right,1
14444_left,1
14444_right,1
14446_left,1
14446_right,1
14449_left,1
14449_right,1
14450_left,1
14450_right,1
14451_left,1
14451_right,1
14455_left,1
14455_right,1
14456_left,1
14456_right,1
14457_left,1
14457_right,1
14460_left,1
14460_right,1
14462_left,1
14462_right,1
14463_left,1
14463_right,1
14465_left,1
14465_right,1
14466_left,1
14466_right,1
14467_left,1
14467_right,1
14468_left,1
14468_right,1
14473_left,1
14473_right,1
14474_left,0
14474_right,0
14475_left,1
14475_right,1
14479_left,1
14479_right,1
14481_left,1
14481_right,1
14482_left,1
14482_right,1
14485_left,1
14485_right,1
14486_left,1
14486_right,1
14490_left,1
14490_right,1
14495_left,1
14495_right,1
14501_left,1
14501_right,1
14504_left,1
14504_right,1
14510_left,1
14510_right,1
14511_left,1
14511_right,1
14522_left,1
14522_right,1
14526_left,1
14526_right,1
14528_left,1
14528_right,1
14530_left,1
14530_right,0
14533_left,1
14533_right,1
14534_left,1
14534_right,1
14535_left,1
14535_right,1
14537_left,1
14537_right,1
14545_left,1
14545_right,1
14548_left,1
14548_right,1
14549_left,1
14549_right,1
14550_left,1
14550_right,1
14552_left,1
14552_right,1
14559_left,1
14559_right,1
14564_left,1
14564_right,1
14566_left,1
14566_right,1
14567_left,1
14567_right,1
14568_left,1
14568_right,1
14569_left,1
14569_right,1
14570_left,1
14570_right,1
14575_left,1
14575_right,1
14581_left,1
14581_right,1
14583_left,1
14583_right,1
14584_left,1
14584_right,1
14587_left,1
14587_right,1
14588_left,1
14588_right,1
14594_left,1
14594_right,1
14595_left,1
14595_right,1
14597_left,0
14597_right,0
14598_left,1
14598_right,1
14601_left,1
14601_right,1
14608_left,1
14608_right,1
14609_left,1
14609_right,1
14610_left,1
14610_right,1
14614_left,1
14614_right,1
14615_left,1
14615_right,1
14616_left,1
14616_right,1
14619_left,1
14619_right,1
14620_left,1
14620_right,1
14621_left,1
14621_right,1
14626_left,1
14626_right,1
14627_left,1
14627_right,1
14628_left,1
14628_right,1
14630_left,1
14630_right,1
14631_left,1
14631_right,1
14632_left,1
14632_right,1
14634_left,1
14634_right,1
14638_left,1
14638_right,1
14640_left,1
14640_right,1
14645_left,1
14645_right,1
14648_left,1
14648_right,1
14650_left,1
14650_right,1
14653_left,1
14653_right,1
14654_left,1
14654_right,1
14655_left,1
14655_right,1
14656_left,1
14656_right,1
14664_left,1
14664_right,1
14665_left,1
14665_right,1
14671_left,1
14671_right,1
14672_left,1
14672_right,1
14674_left,1
14674_right,1
14675_left,1
14675_right,1
14677_left,1
14677_right,1
14680_left,1
14680_right,1
14681_left,1
14681_right,1
14683_left,1
14683_right,1
14684_left,1
14684_right,1
14685_left,1
14685_right,1
14687_left,1
14687_right,1
14688_left,1
14688_right,1
14692_left,1
14692_right,1
14695_left,1
14695_right,0
14697_left,1
14697_right,1
14698_left,1
14698_right,1
14701_left,1
14701_right,1
14702_left,1
14702_right,1
14703_left,1
14703_right,1
14710_left,1
14710_right,1
14711_left,1
14711_right,1
14712_left,1
14712_right,1
14715_left,1
14715_right,1
14716_left,1
14716_right,1
14718_left,1
14718_right,1
14721_left,1
14721_right,1
14723_left,1
14723_right,1
14724_left,1
14724_right,1
